rozklad,n,k,metoda,czas,liczba porównań punktów,liczba porównań współrzędnych,liczba punktów niezdominowanych
jednostajny,100,4,filtracja,0.001438200008124113,1132,2129,24
jednostajny,100,4,punkt_idealny,0.0008386000990867615,468,1045,24
jednostajny,100,4,klasyczna,0.004304699948988855,3516,5118,20
jednostajny,100,4,filtracja,0.0010393999982625246,836,1516,20
jednostajny,100,4,punkt_idealny,0.0007042000070214272,378,737,20
jednostajny,100,4,klasyczna,0.0044386000372469425,3584,5709,28
jednostajny,100,4,filtracja,0.0014221000019460917,1152,2092,28
jednostajny,100,4,punkt_idealny,0.0009287999710068107,553,1145,28
jednostajny,100,4,klasyczna,0.004807099932804704,3901,5932,29
jednostajny,100,4,filtracja,0.0016479999758303165,1323,2430,29
jednostajny,100,4,punkt_idealny,0.0010107000125572085,610,1167,29
jednostajny,100,4,klasyczna,0.005231400020420551,4207,7171,34
jednostajny,100,4,filtracja,0.001814599963836372,1466,2719,34
jednostajny,100,4,punkt_idealny,0.0012079000007361174,750,1689,34
jednostajny,1000,4,klasyczna,0.17254769999999553,135412,205499,22
jednostajny,1000,4,filtracja,0.003707399941049516,2736,6498,22
jednostajny,1000,4,punkt_idealny,0.004717699950560927,1281,4567,22
jednostajny,1000,4,klasyczna,0.20474470010958612,167624,244292,84
jednostajny,1000,4,filtracja,0.017164899967610836,13266,25720,84
jednostajny,1000,4,punkt_idealny,0.01173859997652471,6638,16138,84
jednostajny,1000,4,klasyczna,0.18576569994911551,152679,218767,85
jednostajny,1000,4,filtracja,0.018172199954278767,14343,26920,85
jednostajny,1000,4,punkt_idealny,0.011436900007538497,6507,13980,85
jednostajny,1000,4,klasyczna,0.1532232000026852,126012,200631,68
jednostajny,1000,4,filtracja,0.011502600042149425,9252,18275,68
jednostajny,1000,4,punkt_idealny,0.009855999960564077,4988,13709,68
jednostajny,1000,4,klasyczna,0.19102729996666312,155316,228945,86
jednostajny,1000,4,filtracja,0.018699000007472932,14658,27132,86
jednostajny,1000,4,punkt_idealny,0.011899600038304925,6516,15501,86
jednostajny,1000,4,klasyczna,0.1616296999854967,130223,193271,72
jednostajny,1000,4,filtracja,0.015465099946595728,12018,23237,72
jednostajny,1000,4,punkt_idealny,0.011319800047203898,6119,14767,72
jednostajny,1000,4,klasyczna,0.23050270008388907,184327,272217,109
jednostajny,1000,4,filtracja,0.0283151000039652,21739,40757,109
jednostajny,1000,4,punkt_idealny,0.016894000000320375,10314,23087,109
jednostajny,1000,4,klasyczna,0.2034303001128137,165059,250174,78
jednostajny,1000,4,filtracja,0.014782899990677834,11646,22412,78
jednostajny,1000,4,punkt_idealny,0.010797000024467707,5699,13279,78
jednostajny,1000,4,klasyczna,0.15939809998963028,131686,180413,60
jednostajny,1000,4,filtracja,0.013819199986755848,11144,20870,60
jednostajny,1000,4,punkt_idealny,0.008465199964120984,3961,9960,60
jednostajny,1000,4,klasyczna,0.19934619998093694,159556,234099,81
jednostajny,1000,4,filtracja,0.018491199938580394,14415,27628,81
jednostajny,1000,4,punkt_idealny,0.012069000047631562,6781,16323,81
jednostajny,1000,4,klasyczna,0.19993689993862063,164942,243480,80
jednostajny,1000,4,filtracja,0.018046199926175177,14078,26839,80
jednostajny,1000,4,punkt_idealny,0.011258600046858191,6249,14921,80
jednostajny,1000,4,klasyczna,0.20313809998333454,162708,232344,77
jednostajny,1000,4,filtracja,0.016793100046925247,13063,24408,77
jednostajny,1000,4,punkt_idealny,0.010126700042746961,5489,12291,77
jednostajny,1000,4,klasyczna,0.21483680000528693,170422,251833,89
jednostajny,1000,4,filtracja,0.01878080004826188,14367,26986,89
jednostajny,1000,4,punkt_idealny,0.012762600090354681,6886,15825,89
jednostajny,1000,4,klasyczna,0.18802500003948808,157853,229120,71
jednostajny,1000,4,filtracja,0.016621300019323826,13265,24597,71
jednostajny,1000,4,punkt_idealny,0.009489399963058531,4874,11830,71
jednostajny,1000,4,klasyczna,0.2492552000330761,197561,288446,88
jednostajny,1000,4,filtracja,0.02215440000873059,17028,31525,88
jednostajny,1000,4,punkt_idealny,0.013600199948996305,7461,17163,88
jednostajny,1000,4,klasyczna,0.2083682999946177,169390,256032,91
jednostajny,1000,4,filtracja,0.018431499949656427,14551,27825,91
jednostajny,1000,4,punkt_idealny,0.013187999953515828,7641,18123,91
jednostajny,1000,4,klasyczna,0.1643418000312522,138648,186352,81
jednostajny,1000,4,filtracja,0.014500100049190223,11703,22437,81
jednostajny,1000,4,punkt_idealny,0.010993700008839369,5868,13888,81
jednostajny,1000,4,klasyczna,0.22066550003364682,184037,273079,110
jednostajny,1000,4,filtracja,0.02757000003475696,21540,40659,110
jednostajny,1000,4,punkt_idealny,0.01671979995444417,10251,22761,110
jednostajny,1000,4,klasyczna,0.16175890003796667,130247,181793,81
jednostajny,1000,4,filtracja,0.014998600003309548,11453,21834,81
jednostajny,1000,4,punkt_idealny,0.010805899975821376,5862,13488,81
jednostajny,1000,4,klasyczna,0.26003399991896003,209273,302545,105
jednostajny,1000,4,filtracja,0.032279000035487115,25199,46120,105
jednostajny,1000,4,punkt_idealny,0.0177345999982208,10982,23718,105
jednostajny,1000,4,klasyczna,0.21063879993744195,170610,258665,89
jednostajny,1000,4,filtracja,0.02078130003064871,16181,30643,89
jednostajny,1000,4,punkt_idealny,0.013084699981845915,7281,17431,89
jednostajny,1000,4,klasyczna,0.19408400007523596,159140,225534,66
jednostajny,1000,4,filtracja,0.018230199930258095,14482,27615,66
jednostajny,1000,4,punkt_idealny,0.010180499986745417,5357,12781,66
jednostajny,1000,4,klasyczna,0.2153742000227794,182340,266304,108
jednostajny,1000,4,filtracja,0.023115699994377792,18226,34122,108
jednostajny,1000,4,punkt_idealny,0.016727899899706244,10492,22652,108
jednostajny,1000,4,klasyczna,0.22742939996533096,187146,268704,85
jednostajny,1000,4,filtracja,0.02118709997739643,16693,31348,85
jednostajny,1000,4,punkt_idealny,0.012009600060991943,6745,15975,85
jednostajny,1000,4,klasyczna,0.15006529993843287,122624,195948,40
jednostajny,1000,4,filtracja,0.005513299955055118,4272,9398,40
jednostajny,1000,4,punkt_idealny,0.005970999947749078,2304,7253,40
jednostajny,10000,4,klasyczna,5.6728862000163645,4390822,6139904,174
jednostajny,10000,4,filtracja,0.0979879000224173,76062,150643,174
jednostajny,10000,4,punkt_idealny,0.0977085999911651,41156,102239,174
jednostajny,10000,4,klasyczna,4.997890999889933,3830043,5466074,133
jednostajny,10000,4,filtracja,0.07354040001519024,55409,116845,133
jednostajny,10000,4,punkt_idealny,0.07851239992305636,28020,79895,133
jednostajny,10000,4,klasyczna,5.7460149000398815,4426639,6206814,159
jednostajny,10000,4,filtracja,0.12483139999676496,91857,188081,159
jednostajny,10000,4,punkt_idealny,0.09582759998738766,42583,101096,159
jednostajny,10000,4,klasyczna,4.601581700029783,3441769,4734816,148
jednostajny,10000,4,filtracja,0.09330599999520928,68650,141857,148
jednostajny,10000,4,punkt_idealny,0.09593079995829612,37457,96081,148
jednostajny,10000,4,klasyczna,5.629308299976401,4403812,6330372,133
jednostajny,10000,4,filtracja,0.08489980001468211,63857,134658,133
jednostajny,10000,4,punkt_idealny,0.07869900006335229,26927,77670,133
jednostajny,10000,4,klasyczna,4.2432519000722095,3230908,4663681,128
jednostajny,10000,4,filtracja,0.07232740009203553,53468,112416,128
jednostajny,10000,4,punkt_idealny,0.07636609999462962,28225,86928,128
jednostajny,10000,4,klasyczna,6.267055900068954,4819103,6821437,181
jednostajny,10000,4,filtracja,0.16972420003730804,127867,246003,181
jednostajny,10000,4,punkt_idealny,0.12238600000273436,59011,145157,181
jednostajny,10000,4,klasyczna,4.545249099959619,3425333,4782653,127
jednostajny,10000,4,filtracja,0.0728693000273779,53513,109748,127
jednostajny,10000,4,punkt_idealny,0.07955590006895363,27777,78331,127
jednostajny,10000,4,klasyczna,4.6319832999724895,3576264,4681439,131
jednostajny,10000,4,filtracja,0.08789450000040233,66703,132433,131
jednostajny,10000,4,punkt_idealny,0.07588390004821122,26933,75620,131
jednostajny,10000,4,klasyczna,6.516153399948962,4939908,6726975,185
jednostajny,10000,4,filtracja,0.14708569995127618,108167,210862,185
jednostajny,10000,4,punkt_idealny,0.10464999999385327,47873,110274,185
jednostajny,10000,4,klasyczna,6.285966699942946,4770592,6617432,186
jednostajny,10000,4,filtracja,0.16753289999905974,129690,242920,186
jednostajny,10000,4,punkt_idealny,0.11592879996169358,52508,131157,186
jednostajny,10000,4,klasyczna,5.7121749999932945,4383735,6099524,168
jednostajny,10000,4,filtracja,0.12404999998398125,93044,186402,168
jednostajny,10000,4,punkt_idealny,0.10490649996791035,42012,105738,168
jednostajny,10000,4,klasyczna,6.352183300070465,4827136,6688431,201
jednostajny,10000,4,filtracja,0.1327224998967722,102543,193060,201
jednostajny,10000,4,punkt_idealny,0.10959430004004389,48615,116498,201
jednostajny,10000,4,klasyczna,5.8071422999491915,4510401,6232762,179
jednostajny,10000,4,filtracja,0.13566959998570383,105799,209292,179
jednostajny,10000,4,punkt_idealny,0.22016180003993213,57679,153337,179
jednostajny,10000,4,klasyczna,4.753871600027196,3707640,5031747,131
jednostajny,10000,4,filtracja,0.08423060004133731,64157,129282,131
jednostajny,10000,4,punkt_idealny,0.07896250009071082,27960,71173,131
jednostajny,10000,4,klasyczna,3.798791699926369,2918555,4046163,164
jednostajny,10000,4,filtracja,0.08846430003177375,68236,137138,164
jednostajny,10000,4,punkt_idealny,0.10345160006545484,42605,109814,164
jednostajny,10000,4,klasyczna,4.491184500046074,3440815,4840248,156
jednostajny,10000,4,filtracja,0.0935402000322938,69400,138310,156
jednostajny,10000,4,punkt_idealny,0.08386449993122369,31452,84411,156
jednostajny,10000,4,klasyczna,7.266188199981116,5545145,7676830,188
jednostajny,10000,4,filtracja,0.12093319999985397,93510,184964,188
jednostajny,10000,4,punkt_idealny,0.10750199994072318,46270,117176,188
jednostajny,10000,4,klasyczna,4.888901200029068,3768755,5359860,150
jednostajny,10000,4,filtracja,0.09126640006434172,70330,142243,150
jednostajny,10000,4,punkt_idealny,0.08986429998185486,35116,97225,150
jednostajny,10000,4,klasyczna,6.0805099999997765,4747098,6620142,153
jednostajny,10000,4,filtracja,0.11027010006364435,84091,167177,153
jednostajny,10000,4,punkt_idealny,0.0911887000547722,36532,92713,153
jednostajny,100,5,klasyczna,0.008279499947093427,5704,9611,50
jednostajny,100,5,filtracja,0.00444050005171448,3136,5802,50
jednostajny,100,5,punkt_idealny,0.0023104000138118863,1393,2829,50
jednostajny,100,5,klasyczna,0.009752999991178513,6917,12047,44
jednostajny,100,5,filtracja,0.0038653999799862504,2682,5239,44
jednostajny,100,5,punkt_idealny,0.0019769000355154276,1142,2487,44
jednostajny,100,5,klasyczna,0.007505499990656972,5419,9070,45
jednostajny,100,5,filtracja,0.0037664000410586596,2669,5033,45
jednostajny,100,5,punkt_idealny,0.0020631999941542745,1233,2780,45
jednostajny,100,5,klasyczna,0.008716500014998019,6266,10455,48
jednostajny,100,5,filtracja,0.0042975000105798244,3038,5443,48
jednostajny,100,5,punkt_idealny,0.0021665000822395086,1292,2562,48
jednostajny,100,5,klasyczna,0.007598600001074374,5427,9337,39
jednostajny,100,5,filtracja,0.004072200041264296,2879,5526,39
jednostajny,100,5,punkt_idealny,0.0016514998860657215,963,2196,39
jednostajny,100,5,klasyczna,0.008309899945743382,5931,10333,44
jednostajny,100,5,filtracja,0.0034060999751091003,2396,4662,44
jednostajny,100,5,punkt_idealny,0.0019689000910148025,1153,2821,44
jednostajny,100,5,klasyczna,0.008556599961593747,6142,10354,41
jednostajny,100,5,filtracja,0.0034642000682651997,2465,4770,41
jednostajny,100,5,punkt_idealny,0.0018961000023409724,1111,2361,41
jednostajny,100,5,klasyczna,0.009266500012017787,6564,11529,46
jednostajny,100,5,filtracja,0.004331699921749532,2990,6035,46
jednostajny,100,5,punkt_idealny,0.0022908999817445874,1404,2987,46
jednostajny,100,5,klasyczna,0.008397099911235273,5971,9836,46
jednostajny,100,5,filtracja,0.004375400021672249,3120,5791,46
jednostajny,100,5,punkt_idealny,0.0020731999538838863,1255,2536,46
jednostajny,100,5,klasyczna,0.008841299917548895,6399,10772,51
jednostajny,100,5,filtracja,0.004699200042523444,3317,6265,51
jednostajny,100,5,punkt_idealny,0.002545699942857027,1556,3189,51
jednostajny,100,5,klasyczna,0.009359600022435188,6731,11786,45
jednostajny,100,5,filtracja,0.003955599968321621,2821,5385,45
jednostajny,100,5,punkt_idealny,0.0020082000410184264,1216,2520,45
jednostajny,100,5,klasyczna,0.006820300011895597,4866,8223,43
jednostajny,100,5,filtracja,0.00335869996342808,2365,4379,43
jednostajny,100,5,punkt_idealny,0.0019413999980315566,1145,2414,43
jednostajny,100,5,klasyczna,0.008499299990944564,6102,10909,43
jednostajny,100,5,filtracja,0.0035488998983055353,2535,4892,43
jednostajny,100,5,punkt_idealny,0.0018993000267073512,1127,2445,43
jednostajny,100,5,klasyczna,0.007554300012998283,5385,9158,42
jednostajny,100,5,filtracja,0.0032261000014841557,2290,4348,42
jednostajny,100,5,punkt_idealny,0.0017479000380262733,1015,2252,42
jednostajny,100,5,klasyczna,0.0074583999812603,5372,9732,43
jednostajny,100,5,filtracja,0.0034716000081971288,2505,4866,43
jednostajny,100,5,punkt_idealny,0.0019335999386385083,1143,2750,43
jednostajny,100,5,klasyczna,0.008576199994422495,6182,10523,48
jednostajny,100,5,filtracja,0.0041853999719023705,2954,5489,48
jednostajny,100,5,punkt_idealny,0.002209699945524335,1368,2694,48
jednostajny,100,5,klasyczna,0.008588399970903993,6200,10486,46
jednostajny,100,5,filtracja,0.003926599980331957,2808,5344,46
jednostajny,100,5,punkt_idealny,0.002205000026151538,1343,3063,46
jednostajny,100,5,klasyczna,0.010750100016593933,7709,13194,64
jednostajny,100,5,filtracja,0.007045099977403879,4972,8876,64
jednostajny,100,5,punkt_idealny,0.0034573000157251954,2223,4180,64
jednostajny,100,5,klasyczna,0.00755930005107075,5487,9182,43
jednostajny,100,5,filtracja,0.003729899995960295,2669,4914,43
jednostajny,100,5,punkt_idealny,0.0018943999893963337,1129,2441,43
jednostajny,100,5,klasyczna,0.005482899956405163,3882,6851,33
jednostajny,100,5,filtracja,0.0020852000452578068,1487,2964,33
jednostajny,100,5,punkt_idealny,0.0012830999912694097,692,1740,33
jednostajny,100,5,klasyczna,0.009787200018763542,7060,12226,50
jednostajny,100,5,filtracja,0.005256899981759489,3768,7020,50
jednostajny,100,5,punkt_idealny,0.0024205000372603536,1489,3246,50
jednostajny,100,5,klasyczna,0.009056500042788684,6445,10833,54
jednostajny,100,5,filtracja,0.0051693000132218,3662,6788,54
jednostajny,100,5,punkt_idealny,0.002640899969264865,1653,3466,54
jednostajny,100,5,klasyczna,0.007897099945694208,5561,9855,42
jednostajny,100,5,filtracja,0.0033639000030234456,2400,4590,42
jednostajny,100,5,punkt_idealny,0.0018388000316917896,1081,2533,42
jednostajny,100,5,klasyczna,0.008875599945895374,6330,11172,42
jednostajny,100,5,filtracja,0.0034539999905973673,2420,4636,42
jednostajny,100,5,punkt_idealny,0.001802199985831976,1040,2341,42
jednostajny,100,5,klasyczna,0.009642999968491495,6840,12175,50
jednostajny,100,5,filtracja,0.005314999958500266,3624,7120,50
jednostajny,100,5,punkt_idealny,0.0025432000402361155,1517,3440,50
jednostajny,100,5,klasyczna,0.00917679991107434,6477,10713,47
jednostajny,100,5,filtracja,0.004435100010596216,3107,5591,47
jednostajny,100,5,punkt_idealny,0.0020895999623462558,1263,2470,47
jednostajny,100,5,klasyczna,0.009591500042006373,6866,11830,55
jednostajny,100,5,filtracja,0.005206400062888861,3715,7118,55
jednostajny,100,5,punkt_idealny,0.002799500012770295,1733,3934,55
jednostajny,100,5,klasyczna,0.009235100005753338,6511,11447,50
jednostajny,100,5,filtracja,0.00482880009803921,3370,6423,50
jednostajny,100,5,punkt_idealny,0.002491899998858571,1513,3224,50
jednostajny,100,5,klasyczna,0.007769500021822751,5572,9393,40
jednostajny,100,5,filtracja,0.00257789995521307,1838,3412,40
jednostajny,100,5,punkt_idealny,0.0015881999861449003,904,1882,40
jednostajny,100,5,klasyczna,0.009745600051246583,6816,11935,55
jednostajny,100,5,filtracja,0.005870100110769272,4109,7844,55
jednostajny,100,5,punkt_idealny,0.0028724001022055745,1780,3983,55
jednostajny,100,5,klasyczna,0.006813600077293813,4887,8271,39
jednostajny,100,5,filtracja,0.0030223000794649124,2157,4234,39
jednostajny,100,5,punkt_idealny,0.0016839000163599849,948,2135,39
jednostajny,100,5,klasyczna,0.007321399985812604,5097,9127,38
jednostajny,100,5,filtracja,0.002722300007008016,1886,3743,38
jednostajny,100,5,punkt_idealny,0.001616499968804419,900,2196,38
jednostajny,100,5,klasyczna,0.006198200047947466,4365,7224,35
jednostajny,100,5,filtracja,0.0025177999632433057,1761,3433,35
jednostajny,100,5,punkt_idealny,0.0014504999853670597,809,1841,35
jednostajny,100,5,klasyczna,0.009384599979966879,6536,11616,44
jednostajny,100,5,filtracja,0.003696999978274107,2554,4988,44
jednostajny,100,5,punkt_idealny,0.0020406999392434955,1232,2820,44
jednostajny,100,5,klasyczna,0.006897500017657876,4839,8722,38
jednostajny,100,5,filtracja,0.002773400046862662,1946,3896,38
jednostajny,100,5,punkt_idealny,0.0015425999881699681,884,2088,38
jednostajny,100,5,klasyczna,0.008264300064183772,5766,9674,45
jednostajny,100,5,filtracja,0.003930400009267032,2753,5198,45
jednostajny,100,5,punkt_idealny,0.0021932999370619655,1337,2885,45
jednostajny,100,5,klasyczna,0.00988850009161979,7164,12430,63
jednostajny,100,5,filtracja,0.006700200028717518,4795,8616,63
jednostajny,100,5,punkt_idealny,0.0032902000239118934,2114,4568,63
jednostajny,100,5,klasyczna,0.004977400065399706,3580,6029,31
jednostajny,100,5,filtracja,0.0019561999943107367,1323,2567,31
jednostajny,100,5,punkt_idealny,0.0011061999248340726,577,1377,31
jednostajny,100,5,klasyczna,0.009273200063034892,6743,11457,47
jednostajny,100,5,filtracja,0.004033599980175495,2893,5296,47
jednostajny,100,5,punkt_idealny,0.0020667999051511288,1259,2555,47
jednostajny,100,5,klasyczna,0.007125500007532537,5012,8269,43
jednostajny,100,5,filtracja,0.003325599944218993,2355,4517,43
jednostajny,100,5,punkt_idealny,0.0019447000231593847,1111,2619,43
jednostajny,100,5,klasyczna,0.006874399958178401,4903,7672,35
jednostajny,100,5,filtracja,0.002555200015194714,1817,3366,35
jednostajny,100,5,punkt_idealny,0.00133050000295043,743,1497,35
jednostajny,100,5,klasyczna,0.008787599974311888,6315,10758,52
jednostajny,100,5,filtracja,0.004233299987390637,3018,5599,52
jednostajny,100,5,punkt_idealny,0.0024172000121325254,1491,3085,52
jednostajny,100,5,klasyczna,0.007503699976950884,5401,9160,31
jednostajny,100,5,filtracja,0.0018520999001339078,1331,2697,31
jednostajny,100,5,punkt_idealny,0.001187700079753995,626,1561,31
jednostajny,100,5,klasyczna,0.007552199997007847,5402,9075,39
jednostajny,100,5,filtracja,0.0033403000561520457,2323,4503,39
jednostajny,100,5,punkt_idealny,0.0017639000434428453,987,2227,39
jednostajny,100,5,klasyczna,0.007068899925798178,5096,8703,33
jednostajny,100,5,filtracja,0.0022418999578803778,1599,3099,33
jednostajny,100,5,punkt_idealny,0.0012875000247731805,696,1726,33
jednostajny,100,5,klasyczna,0.008583400049246848,6153,10206,41
jednostajny,100,5,filtracja,0.00373070000205189,2603,5040,41
jednostajny,100,5,punkt_idealny,0.0017325999215245247,983,2064,41
jednostajny,100,5,klasyczna,0.008441200014203787,6014,10044,47
jednostajny,100,5,filtracja,0.004154099966399372,2913,5528,47
jednostajny,100,5,punkt_idealny,0.0020285999635234475,1238,2475,47
jednostajny,100,5,klasyczna,0.009249199996702373,6540,11307,40
jednostajny,100,5,filtracja,0.0034975999733433127,2416,4681,40
jednostajny,100,5,punkt_idealny,0.0016420999309048057,923,2049,40
jednostajny,100,5,klasyczna,0.007443100097589195,5319,8936,45
jednostajny,100,5,filtracja,0.0037342000287026167,2673,4922,45
jednostajny,100,5,punkt_idealny,0.0019536999752745032,1152,2326,45
jednostajny,100,5,klasyczna,0.008096800069324672,5641,9862,38
jednostajny,100,5,filtracja,0.0028708999743685126,2016,3971,38
jednostajny,100,5,punkt_idealny,0.001599700073711574,880,2190,38
jednostajny,1000,5,klasyczna,0.37848529999610037,281703,435166,160
jednostajny,1000,5,filtracja,0.05177360004745424,37632,72070,160
jednostajny,1000,5,punkt_idealny,0.028744300012476742,16627,37635,160
jednostajny,1000,5,klasyczna,0.350513800047338,250937,398013,173
jednostajny,1000,5,filtracja,0.059710599947720766,36059,68566,173
jednostajny,1000,5,punkt_idealny,0.031046399963088334,17812,39081,173
jednostajny,1000,5,klasyczna,0.34478600008878857,255752,402818,149
jednostajny,1000,5,filtracja,0.046298200031742454,33211,63168,149
jednostajny,1000,5,punkt_idealny,0.02453659998718649,14135,31698,149
jednostajny,1000,5,klasyczna,0.3589003999950364,256762,391666,151
jednostajny,1000,5,filtracja,0.05093559995293617,35347,68681,151
jednostajny,1000,5,punkt_idealny,0.026972100022248924,15572,34027,151
jednostajny,1000,5,klasyczna,0.4129538000561297,311471,481891,196
jednostajny,1000,5,filtracja,0.07150869991164654,52016,98057,196
jednostajny,1000,5,punkt_idealny,0.03998989996034652,24865,53146,196
jednostajny,1000,5,klasyczna,0.4630197000224143,330242,521805,142
jednostajny,1000,5,filtracja,0.04395749990362674,30916,59491,142
jednostajny,1000,5,punkt_idealny,0.02393410005606711,13538,29683,142
jednostajny,1000,5,klasyczna,0.40793440002016723,302275,479001,162
jednostajny,1000,5,filtracja,0.05547369993291795,39712,76466,162
jednostajny,1000,5,punkt_idealny,0.029643399990163743,17652,40487,162
jednostajny,1000,5,klasyczna,0.3530163000104949,260822,422091,160
jednostajny,1000,5,filtracja,0.055901900050230324,40022,77848,160
jednostajny,1000,5,punkt_idealny,0.03093869995791465,18465,43434,160
jednostajny,1000,5,klasyczna,0.39610869996249676,294990,465275,174
jednostajny,1000,5,filtracja,0.07221319992095232,51852,97643,174
jednostajny,1000,5,punkt_idealny,0.032978200004436076,20077,44592,174
jednostajny,1000,5,klasyczna,0.3934093000134453,282012,447682,153
jednostajny,1000,5,filtracja,0.050686700036749244,36369,69452,153
jednostajny,1000,5,punkt_idealny,0.02664820000063628,15634,32895,153
jednostajny,1000,5,klasyczna,0.3911143000004813,285448,451202,159
jednostajny,1000,5,filtracja,0.0608227999182418,44269,83834,159
jednostajny,1000,5,punkt_idealny,0.02978310000617057,17795,39300,159
jednostajny,1000,5,klasyczna,0.42596889997366816,307827,495719,183
jednostajny,1000,5,filtracja,0.06600250001065433,47355,90513,183
jednostajny,1000,5,punkt_idealny,0.03773339989129454,23269,52788,183
jednostajny,1000,5,klasyczna,0.38995230000000447,281852,450128,171
jednostajny,1000,5,filtracja,0.065508299972862,45601,89911,171
jednostajny,1000,5,punkt_idealny,0.03363919991534203,20495,46479,171
jednostajny,1000,5,klasyczna,0.42456990003120154,313061,504952,176
jednostajny,1000,5,filtracja,0.06676990003325045,47788,91143,176
jednostajny,1000,5,punkt_idealny,0.03538110002409667,21201,47380,176
jednostajny,1000,5,klasyczna,0.40605599991977215,302191,468678,201
jednostajny,1000,5,filtracja,0.08160699997097254,59621,112243,201
jednostajny,1000,5,punkt_idealny,0.04176299995742738,26225,49894,201
jednostajny,1000,5,klasyczna,0.3115756999468431,222282,358381,144
jednostajny,1000,5,filtracja,0.04358429997228086,30810,59999,144
jednostajny,1000,5,punkt_idealny,0.023255000007338822,13376,30847,144
jednostajny,1000,5,klasyczna,0.3789890999905765,274854,429279,179
jednostajny,1000,5,filtracja,0.07246669998858124,52325,99973,179
jednostajny,1000,5,punkt_idealny,0.0369024999672547,22565,50714,179
jednostajny,1000,5,klasyczna,0.3222777999471873,230197,367528,132
jednostajny,1000,5,filtracja,0.03436549997422844,24616,47983,132
jednostajny,1000,5,punkt_idealny,0.021319199935533106,11715,27490,132
jednostajny,1000,5,klasyczna,0.3728410000912845,265300,408648,188
jednostajny,1000,5,filtracja,0.06701730005443096,48890,93162,188
jednostajny,1000,5,punkt_idealny,0.03557289997115731,21738,47535,188
jednostajny,1000,5,klasyczna,0.42293949995655566,294652,468659,158
jednostajny,1000,5,filtracja,0.05330849997699261,38030,74781,158
jednostajny,1000,5,punkt_idealny,0.028609600034542382,16734,39606,158
jednostajny,1000,5,klasyczna,0.3336334000341594,245593,384648,163
jednostajny,1000,5,filtracja,0.05838139995466918,42679,81423,163
jednostajny,1000,5,punkt_idealny,0.028673000051639974,17180,39528,163
jednostajny,1000,5,klasyczna,0.34541920002084225,254418,386600,97
jednostajny,1000,5,filtracja,0.022949500009417534,16227,33524,97
jednostajny,1000,5,punkt_idealny,0.014586000004783273,7324,18306,97
jednostajny,1000,5,klasyczna,0.32464520004577935,246655,400657,168
jednostajny,1000,5,filtracja,0.05901980004273355,42654,81605,168
jednostajny,1000,5,punkt_idealny,0.03280389995779842,19782,46371,168
jednostajny,1000,5,klasyczna,0.3715520000550896,272103,426237,155
jednostajny,1000,5,filtracja,0.048729099915362895,34743,65287,155
jednostajny,1000,5,punkt_idealny,0.02749740006402135,15881,35253,155
jednostajny,1000,5,klasyczna,0.36607530002947897,274634,444077,173
jednostajny,1000,5,filtracja,0.05389610002748668,39499,76242,173
jednostajny,1000,5,punkt_idealny,0.03259429999161512,19210,43277,173
jednostajny,10000,5,klasyczna,13.593590300064534,9314499,13841462,436
jednostajny,10000,5,filtracja,0.4233744000084698,302094,589697,436
jednostajny,10000,5,punkt_idealny,0.2773851999081671,147045,357708,436
jednostajny,10000,5,klasyczna,9.803180999937467,6803320,9963002,326
jednostajny,10000,5,filtracja,0.2761428999947384,195144,392970,326
jednostajny,10000,5,punkt_idealny,0.1885765999322757,91579,215411,326
jednostajny,10000,5,klasyczna,12.530542699969374,8478113,12611998,424
jednostajny,10000,5,filtracja,0.446314699947834,309988,606989,424
jednostajny,10000,5,punkt_idealny,0.25904409994836897,135343,313644,424
jednostajny,10000,5,klasyczna,14.295713800005615,9830871,13990666,421
jednostajny,10000,5,filtracja,0.42932780005503446,299725,570512,421
jednostajny,10000,5,punkt_idealny,0.2630094999913126,139666,304438,421
jednostajny,10000,5,klasyczna,13.590524600003846,8934613,13441792,454
jednostajny,10000,5,filtracja,0.45117970008868724,309914,612965,454
jednostajny,10000,5,punkt_idealny,0.29942990001291037,156163,394580,454
jednostajny,10000,5,klasyczna,11.39017450006213,7728047,11256747,357
jednostajny,10000,5,filtracja,0.3789797000354156,263577,521047,357
jednostajny,10000,5,punkt_idealny,0.20861549989786,105946,252164,357
jednostajny,10000,5,klasyczna,14.372992199962027,9764454,14271586,352
jednostajny,10000,5,filtracja,0.3197181000141427,225354,436596,352
jednostajny,10000,5,punkt_idealny,0.21060749993193895,99124,229725,352
jednostajny,10000,5,klasyczna,12.47184690006543,8621075,12504005,412
jednostajny,10000,5,filtracja,0.40830280003137887,280342,547418,412
jednostajny,10000,5,punkt_idealny,0.3910668999888003,149632,342181,412
jednostajny,10000,5,klasyczna,12.226889499928802,8196621,12227950,462
jednostajny,10000,5,filtracja,0.5012679999927059,342606,657788,462
jednostajny,10000,5,punkt_idealny,0.3122826999751851,171571,393240,462
jednostajny,10000,5,klasyczna,12.166980699985288,8398482,12716791,384
jednostajny,10000,5,filtracja,0.43039679992944,304974,593572,384
jednostajny,10000,5,punkt_idealny,0.25301350001245737,130772,300583,384
jednostajny,10000,5,klasyczna,12.913326899986714,8709439,12763453,459
jednostajny,10000,5,filtracja,0.6288060999941081,429357,841371,459
jednostajny,10000,5,punkt_idealny,0.3327892000088468,179397,407376,459
jednostajny,10000,5,klasyczna,12.13562820001971,8269534,12072832,457
